DIRECTORIO;SECUENCIA_P;ORDEN;P6074;P6075;P6076;P6076S1;P6095;mes;fex_c_2011
3011156;1;4;2;6; ; ; ;08;160,530748526341
3011156;1;5;2;6; ; ; ;08;160,530748526341
3011156;1;7;2;6; ; ; ;08;160,530748526341
3011156;1;8;1; ; ; ; ;08;160,530748526341
3011157;1;1;1; ; ; ; ;08;122,414279664453
3011157;1;2;1; ; ; ; ;08;122,414279664453
3011157;1;3;1; ; ; ; ;08;122,414279664453
3011158;1;1;2;6; ; ; ;08;114,429351751199
3011158;1;2;2;6; ; ; ;08;114,429351751199
3011158;1;3;1; ; ; ; ;08;114,429351751199
3011159;1;1;2;6; ; ; ;08;146,89677454531
3011160;1;1;1; ; ; ; ;08;152,707599531365
3011160;1;2;1; ; ; ; ;08;152,707599531365
3011160;1;3;1; ; ; ; ;08;152,707599531365
3011161;1;1;1; ; ; ; ;08;128,893146301254
3011161;1;2;1; ; ; ; ;08;128,893146301254
3011162;1;1;1; ; ; ; ;08;164,835873061422
3011162;1;2;1; ; ; ; ;08;164,835873061422
3011162;1;3;1; ; ; ; ;08;164,835873061422
3011162;1;4;1; ; ; ; ;08;164,835873061422
3011163;1;1;1; ; ; ; ;08;146,89677454531
3011164;1;1;2;5;2;68;1;08;113,366182333023
3011164;1;2;2;5;2;68;1;08;113,366182333023
3011165;1;1;1; ; ; ; ;08;93,890346955598
3011165;1;2;1; ; ; ; ;08;93,890346955598
3011166;1;1;1; ; ; ; ;08;175,420707254165
3011166;1;2;2;5;2;11;1;08;175,420707254165
3011167;1;1;1; ; ; ; ;08;100,888355879539
3011167;1;2;1; ; ; ; ;08;100,888355879539
3011168;1;1;2;6; ; ; ;08;122,414279664453
3011168;1;2;1; ; ; ; ;08;122,414279664453
3011168;1;3;1; ; ; ; ;08;122,414279664453
3011169;1;1;1; ; ; ; ;08;157,417079010109
3011169;1;2;1; ; ; ; ;08;157,417079010109
3011169;1;3;1; ; ; ; ;08;157,417079010109
3011170;1;1;1; ; ; ; ;08;93,9241743874217
3011170;1;2;1; ; ; ; ;08;93,9241743874217
3011170;1;3;1; ; ; ; ;08;93,9241743874217
3011170;1;4;1; ; ; ; ;08;93,9241743874217
3011170;1;5;1; ; ; ; ;08;93,9241743874217
3011170;1;6;1; ; ; ; ;08;93,9241743874217
3011171;1;1;1; ; ; ; ;08;99,701171941653
3011171;1;3;1; ; ; ; ;08;99,701171941653
3011172;1;1;1; ; ; ; ;08;128,893146301254
3011172;1;2;2;4;2;11;1;08;128,893146301254
3011173;1;1;1; ; ; ; ;08;140,468861802913
3011174;1;1;2;5;2;66;1;08;123,783160004681
3011174;1;2;2;5;2;41;1;08;123,783160004681
3011174;1;3;2;5;2;41;1;08;123,783160004681
3011175;1;1;1; ; ; ; ;08;150,107693251876
3011175;1;2;1; ; ; ; ;08;150,107693251876
3011175;1;3;1; ; ; ; ;08;150,107693251876
3011175;1;4;1; ; ; ; ;08;150,107693251876
3011175;1;5;1; ; ; ; ;08;150,107693251876
3011176;1;1;2;3;2;52;1;08;155,944871876741
3011176;1;2;2;6; ; ; ;08;155,944871876741
3011177;1;1;2;6; ; ; ;08;23,4110795036548
3011177;1;2;1; ; ; ; ;08;23,4110795036548
3011178;1;1;2;6; ; ; ;08;46,8399927152303
3011178;1;2;2;6; ; ; ;08;46,8399927152303
3011178;1;3;1; ; ; ; ;08;46,8399927152303
3011179;1;1;1; ; ; ; ;08;50,770110147765
3011180;1;1;1; ; ; ; ;08;47,8885184331013
3011180;1;2;1; ; ; ; ;08;47,8885184331013
3011181;1;1;2;6; ; ; ;08;43,3365508542786
3011181;1;2;1; ; ; ; ;08;43,3365508542786
3011181;1;3;1; ; ; ; ;08;43,3365508542786
3011182;1;1;1; ; ; ; ;08;23,6396300699201
3011182;1;2;2;4;1; ; ;08;23,6396300699201
3011183;1;1;2;6; ; ; ;08;54,7110152422784
3011184;1;1;2;6; ; ; ;08;28,5972496718207
3011184;1;2;1; ; ; ; ;08;28,5972496718207
3011185;1;1;2;6; ; ; ;08;25,1116415187897
3011185;1;2;2;6; ; ; ;08;25,1116415187897
3011185;1;3;2;6; ; ; ;08;25,1116415187897
3011185;1;4;1; ; ; ; ;08;25,1116415187897
3011186;1;1;2;6; ; ; ;08;38,7587215918037
3011186;1;2;2;6; ; ; ;08;38,7587215918037
3011186;1;3;2;1;2;27;1;08;38,7587215918037
3011187;1;1;1; ; ; ; ;08;41,8949842645207
3011187;1;2;1; ; ; ; ;08;41,8949842645207
3011187;1;3;1; ; ; ; ;08;41,8949842645207
3011187;1;5;2;1;2;27;1;08;41,8949842645207
3011188;1;1;2;6; ; ; ;08;51,6031109740133
3011188;1;2;1; ; ; ; ;08;51,6031109740133
3011188;1;3;1; ; ; ; ;08;51,6031109740133
3011188;1;4;1; ; ; ; ;08;51,6031109740133
3011189;1;1;2;6; ; ; ;08;41,9158863568906
3011189;1;2;2;3;2;27;1;08;41,9158863568906
3011189;1;3;2;3;2;27;1;08;41,9158863568906
3011190;1;1;1; ; ; ; ;08;44,6050631830965
3011190;1;2;1; ; ; ; ;08;44,6050631830965
3011190;1;3;1; ; ; ; ;08;44,6050631830965
3011191;1;1;1; ; ; ; ;08;63,0233572082458
3011191;1;2;1; ; ; ; ;08;63,0233572082458
3011191;1;3;1; ; ; ; ;08;63,0233572082458
3011191;1;4;1; ; ; ; ;08;63,0233572082458
3011191;1;5;1; ; ; ; ;08;63,0233572082458
3011191;1;6;1; ; ; ; ;08;63,0233572082458
3011191;1;7;1; ; ; ; ;08;63,0233572082458
3011192;1;1;1; ; ; ; ;08;28,5972496718207
3011192;1;2;1; ; ; ; ;08;28,5972496718207
3011193;1;1;1; ; ; ; ;08;36,4861059067895
3011193;1;2;1; ; ; ; ;08;36,4861059067895
3011193;1;3;1; ; ; ; ;08;36,4861059067895
3011194;1;1;2;6; ; ; ;08;59,3164162272424
3011194;1;2;2;6; ; ; ;08;59,3164162272424
3011194;1;3;1; ; ; ; ;08;59,3164162272424
3011195;1;1;2;6; ; ; ;08;23,4110795036548
3011195;1;2;2;6; ; ; ;08;23,4110795036548
3011195;1;3;1; ; ; ; ;08;23,4110795036548
3011195;1;4;1; ; ; ; ;08;23,4110795036548
3011195;1;5;1; ; ; ; ;08;23,4110795036548
3011196;1;1;1; ; ; ; ;08;23,4110795036548
3011196;1;2;1; ; ; ; ;08;23,4110795036548
3011196;1;3;1; ; ; ; ;08;23,4110795036548
3011197;1;1;2;6; ; ; ;08;51,6051974286731
3011197;1;2;2;6; ; ; ;08;51,6051974286731
3011197;1;3;1; ; ; ; ;08;51,6051974286731
3011197;1;4;1; ; ; ; ;08;51,6051974286731
3011198;1;1;2;6; ; ; ;08;28,2429446002244
3011198;1;2;1; ; ; ; ;08;28,2429446002244
3011198;1;4;2;6; ; ; ;08;28,2429446002244
3011199;1;1;2;6; ; ; ;08;25,9101593002745
3011199;1;2;2;6; ; ; ;08;25,9101593002745
3011201;1;1;1; ; ; ; ;08;46,8399927152303
3011201;1;2;1; ; ; ; ;08;46,8399927152303
3011201;1;3;1; ; ; ; ;08;46,8399927152303
3011202;1;1;2;6; ; ; ;08;38,5789977007444
3011203;1;1;1; ; ; ; ;08;26,5212217845838
3011203;1;2;1; ; ; ; ;08;26,5212217845838
3011204;1;1;2;6; ; ; ;08;52,669470399805
3011204;1;2;2;6; ; ; ;08;52,669470399805
3011204;1;3;2;6; ; ; ;08;52,669470399805
3011204;1;4;2;6; ; ; ;08;52,669470399805
3011204;1;6;2;6; ; ; ;08;52,669470399805
3011205;1;1;1; ; ; ; ;08;54,7110152422784
3011206;1;1;2;6; ; ; ;08;51,4275599922736
3011206;1;2;2;6; ; ; ;08;51,4275599922736
3011207;1;1;1; ; ; ; ;08;60,1051161479512
3011207;1;2;2;3;2;27;1;08;60,1051161479512
3011207;1;4;1; ; ; ; ;08;60,1051161479512
3011207;1;5;2;1;2;27;2;08;60,1051161479512
3011208;1;1;1; ; ; ; ;08;143,483766855033
3011208;1;2;1; ; ; ; ;08;143,483766855033
3011208;1;3;1; ; ; ; ;08;143,483766855033
3011208;1;4;1; ; ; ; ;08;143,483766855033
3011209;1;1;1; ; ; ; ;08;99,5124851051668
3011209;1;2;1; ; ; ; ;08;99,5124851051668
3011210;1;1;2;2;2;20;1;08;120,209614227492
3011210;1;2;2;2;2;20;1;08;120,209614227492
3011210;1;4;1; ; ; ; ;08;120,209614227492
3011210;1;5;1; ; ; ; ;08;120,209614227492
3011211;1;1;2;1;2;18;1;08;116,041782368373
3011212;1;1;2;5;1; ; ;08;131,674640612759
3011212;1;2;1; ; ; ; ;08;131,674640612759
3011212;1;3;2;5;1; ; ;08;131,674640612759
3011213;1;1;2;1;2;05;1;08;118,573917807342
3011213;1;2;2;1;2;05;1;08;118,573917807342
3011214;1;1;2;6; ; ; ;08;90,1798076591738
3011214;1;2;2;4;2;11;1;08;90,1798076591738
3011214;1;3;2;5;2;11;1;08;90,1798076591738
3011214;1;4;2;4;2;11;1;08;90,1798076591738
3011215;1;1;1; ; ; ; ;08;100,748395025621
3011215;1;2;1; ; ; ; ;08;100,748395025621
3011215;1;3;1; ; ; ; ;08;100,748395025621
3011216;1;1;1; ; ; ; ;08;117,256437177137
3011216;1;2;1; ; ; ; ;08;117,256437177137
3011217;1;1;1; ; ; ; ;08;90,2755970079576
3011217;1;2;1; ; ; ; ;08;90,2755970079576
3011217;1;3;1; ; ; ; ;08;90,2755970079576
3011218;1;1;2;6; ; ; ;08;132,657776686876
3011218;1;2;2;6; ; ; ;08;132,657776686876
3011218;1;3;2;4;2;47;1;08;132,657776686876
3011218;1;4;1; ; ; ; ;08;132,657776686876
3011219;1;1;2;6; ; ; ;08;156,94284260741
3011220;1;1;2;6; ; ; ;08;141,525888696999
3011220;1;2;2;6; ; ; ;08;141,525888696999
3011220;1;3;1; ; ; ; ;08;141,525888696999
3011220;1;4;1; ; ; ; ;08;141,525888696999
3011220;1;5;1; ; ; ; ;08;141,525888696999
3011220;1;6;2;6; ; ; ;08;141,525888696999
3011221;1;1;1; ; ; ; ;08;118,552662695652
3011222;1;1;1; ; ; ; ;08;119,090748767512
3011222;1;2;2;6; ; ; ;08;119,090748767512
3011222;1;4;2;4;2;44;1;08;119,090748767512
3011223;1;1;1; ; ; ; ;08;92,9850925054618
3011223;1;2;1; ; ; ; ;08;92,9850925054618
3011224;1;1;2;6; ; ; ;08;142,966935894864
3011224;1;2;1; ; ; ; ;08;142,966935894864
3011225;1;1;1; ; ; ; ;08;119,597156587554
3011225;1;2;1; ; ; ; ;08;119,597156587554
3011225;1;3;1; ; ; ; ;08;119,597156587554
3011225;1;4;2;6; ; ; ;08;119,597156587554
3011225;1;5;1; ; ; ; ;08;119,597156587554
3011226;1;1;2;2;2;08;1;08;119,090748767512
3011226;1;2;2;2;2;08;1;08;119,090748767512
3011226;1;3;2;2;2;08;2;08;119,090748767512
3011226;1;4;2;2;2;08;1;08;119,090748767512
3011227;1;1;1; ; ; ; ;08;113,753328482254
3011227;1;2;1; ; ; ; ;08;113,753328482254
3011227;1;3;1; ; ; ; ;08;113,753328482254
3011228;1;1;1; ; ; ; ;08;127,7292351948
3011228;1;2;1; ; ; ; ;08;127,7292351948
3011229;1;1;2;3;2;13;1;08;127,872163722338
3011229;1;2;2;2;2;13;1;08;127,872163722338
3011229;1;3;2;2;2;13;1;08;127,872163722338
3011229;1;4;2;2;2;13;1;08;127,872163722338
3011230;1;1;1; ; ; ; ;08;102,606715006867
3011230;1;2;2;6; ; ; ;08;102,606715006867
3011231;1;1;2;6; ; ; ;08;171,700516944667
3011231;1;2;1; ; ; ; ;08;171,700516944667
3011231;1;3;1; ; ; ; ;08;171,700516944667
3011231;1;4;1; ; ; ; ;08;171,700516944667
3011232;1;1;1; ; ; ; ;08;127,7292351948
3011232;1;2;2;1;2;11;1;08;127,7292351948
3011233;1;1;1; ; ; ; ;08;102,606715006867
3011233;1;2;1; ; ; ; ;08;102,606715006867
3011234;1;1;2;6; ; ; ;08;121,375710501869
3011234;1;2;2;6; ; ; ;08;121,375710501869
3011234;1;3;2;1;2;73;2;08;121,375710501869
3011234;1;4;2;1;2;73;2;08;121,375710501869
3011234;1;6;2;1;2;73;2;08;121,375710501869
3011235;1;1;1; ; ; ; ;08;128,893146301254
3011235;1;2;1; ; ; ; ;08;128,893146301254
3011236;1;1;2;1;2;66;1;08;157,417079010109
3011236;1;2;2;1;2;66;1;08;157,417079010109
3011236;1;3;2;1;2;66;1;08;157,417079010109
3011237;1;1;2;6; ; ; ;08;100,369213592398
3011238;1;1;1; ; ; ; ;08;113,366182333023
3011238;1;2;1; ; ; ; ;08;113,366182333023
3011239;1;1;2;6; ; ; ;08;93,890346955598
3011239;1;2;1; ; ; ; ;08;93,890346955598
3011240;1;1;2;5;2;63;1;08;184,666663569484
3011240;1;2;2;5;2;63;1;08;184,666663569484
3011241;1;1;2;6; ; ; ;08;100,369213592398
3011242;1;1;2;6; ; ; ;08;80,6853281738223
3011242;1;2;1; ; ; ; ;08;80,6853281738223
3011243;1;1;2;6; ; ; ;08;93,890346955598
3011243;1;2;1; ; ; ; ;08;93,890346955598
3011244;1;1;1; ; ; ; ;08;262,924753991767
3011244;1;2;2;6; ; ; ;08;262,924753991767
3011244;1;3;1; ; ; ; ;08;262,924753991767
3011245;1;1;2;6; ; ; ;08;177,869282693137
3011245;1;2;2;6; ; ; ;08;177,869282693137
3011245;1;3;2;6; ; ; ;08;177,869282693137
3011246;1;1;1; ; ; ; ;08;200,738427184797
3011247;1;1;2;6; ; ; ;08;135,605722612687
3011247;1;2;2;6; ; ; ;08;135,605722612687
3011247;1;4;1; ; ; ; ;08;135,605722612687
3011247;1;5;1; ; ; ; ;08;135,605722612687
3011248;1;1;1; ; ; ; ;08;143,258995382106
3011248;1;2;1; ; ; ; ;08;143,258995382106
3011248;1;3;1; ; ; ; ;08;143,258995382106
3011248;1;4;1; ; ; ; ;08;143,258995382106
3011249;1;1;2;1;2;11;1;08;122,465233558856
3011249;1;2;2;1;2;11;1;08;122,465233558856
3011250;1;1;2;6; ; ; ;08;169,684499248335
3011251;1;1;1; ; ; ; ;08;109,209260882677
3011251;1;2;1; ; ; ; ;08;109,209260882677
3011251;1;4;1; ; ; ; ;08;109,209260882677
3011252;1;1;1; ; ; ; ;08;140,468861802913
3011253;1;1;1; ; ; ; ;08;111,408660344338
3011253;1;2;1; ; ; ; ;08;111,408660344338
3011253;1;3;1; ; ; ; ;08;111,408660344338
3011253;1;4;2;1;2;17;1;08;111,408660344338
3011254;1;1;2;6; ; ; ;08;140,468861802913
3011255;1;1;1; ; ; ; ;08;90,6530746102227
3011255;1;2;1; ; ; ; ;08;90,6530746102227
3011255;1;3;1; ; ; ; ;08;90,6530746102227
3011256;1;1;1; ; ; ; ;08;122,465233558856
3011256;1;2;1; ; ; ; ;08;122,465233558856
3011257;1;1;1; ; ; ; ;08;146,89677454531
3011258;1;1;1; ; ; ; ;08;76,4058609986821
3011258;1;2;1; ; ; ; ;08;76,4058609986821
3011258;1;3;1; ; ; ; ;08;76,4058609986821
3011258;1;4;1; ; ; ; ;08;76,4058609986821
3011259;1;1;2;6; ; ; ;08;105,330300525366
3011259;1;2;1; ; ; ; ;08;105,330300525366
3011259;1;3;2;6; ; ; ;08;105,330300525366
3011260;1;1;1; ; ; ; ;08;152,001381791485
3011260;1;2;1; ; ; ; ;08;152,001381791485
3011260;1;3;1; ; ; ; ;08;152,001381791485
3011260;1;4;2;4;2;63;1;08;152,001381791485
3011261;1;1;1; ; ; ; ;08;124,425544295485
3011261;1;2;2;2;2;11;1;08;124,425544295485
3011261;1;3;1; ; ; ; ;08;124,425544295485
3011261;1;4;1; ; ; ; ;08;124,425544295485
3011262;1;1;1; ; ; ; ;08;153,612735633023
3011262;1;2;1; ; ; ; ;08;153,612735633023
3011263;1;1;2;6; ; ; ;08;258,824577176789
3011263;1;2;2;6; ; ; ;08;258,824577176789
3011263;1;3;1; ; ; ; ;08;258,824577176789
3011264;1;1;2;6; ; ; ;08;244,930467117712
3011264;1;2;2;6; ; ; ;08;244,930467117712
3011265;1;1;2;1;2;76;1;08;92,8524740718829
3011265;1;2;2;2;2;76;1;08;92,8524740718829
3011265;1;3;2;4;2;76;1;08;92,8524740718829
3011266;1;1;1; ; ; ; ;08;59,1864209182276
3011266;1;2;1; ; ; ; ;08;59,1864209182276
3011266;1;3;1; ; ; ; ;08;59,1864209182276
3011266;1;4;1; ; ; ; ;08;59,1864209182276
3011266;1;5;2;5;2;76;1;08;59,1864209182276
3011267;1;1;1; ; ; ; ;08;140,468861802913
3011268;1;1;2;6; ; ; ;08;122,414279664453
3011268;1;2;2;6; ; ; ;08;122,414279664453
3011268;1;3;2;6; ; ; ;08;122,414279664453
3011269;1;1;1; ; ; ; ;08;128,893146301254
3011269;1;2;1; ; ; ; ;08;128,893146301254
3011270;1;1;1; ; ; ; ;08;117,98393400874
3011270;1;2;1; ; ; ; ;08;117,98393400874
3011270;1;3;1; ; ; ; ;08;117,98393400874
3011270;1;5;1; ; ; ; ;08;117,98393400874
3011271;1;1;1; ; ; ; ;08;166,490878680514
3011271;1;2;1; ; ; ; ;08;166,490878680514
3011271;1;3;1; ; ; ; ;08;166,490878680514
3011271;1;4;1; ; ; ; ;08;166,490878680514
3011272;1;1;2;6; ; ; ;08;234,673850934939
3011272;1;2;2;6; ; ; ;08;234,673850934939
3011272;1;3;1; ; ; ; ;08;234,673850934939
3011273;1;1;2;6; ; ; ;08;150,47207179258
3011273;1;2;1; ; ; ; ;08;150,47207179258
3011273;1;3;1; ; ; ; ;08;150,47207179258
3011274;1;1;2;6; ; ; ;08;146,526674618929
3011274;1;2;2;6; ; ; ;08;146,526674618929
3011274;1;3;2;6; ; ; ;08;146,526674618929
3011274;1;4;2;6; ; ; ;08;146,526674618929
3011274;1;5;2;6; ; ; ;08;146,526674618929
3011274;1;6;2;6; ; ; ;08;146,526674618929
3011275;1;1;2;6; ; ; ;08;136,232716942043
3011275;1;2;1; ; ; ; ;08;136,232716942043
3011275;1;3;1; ; ; ; ;08;136,232716942043
3011276;1;1;1; ; ; ; ;08;222,499329290805
3011276;1;2;1; ; ; ; ;08;222,499329290805
3011276;1;3;1; ; ; ; ;08;222,499329290805
3011277;1;1;1; ; ; ; ;08;198,666057531254
3011277;1;2;1; ; ; ; ;08;198,666057531254
3011277;1;3;1; ; ; ; ;08;198,666057531254
3011278;1;1;2;2;2;11;1;08;140,717478435263
3011278;1;2;2;2;2;11;1;08;140,717478435263
3011279;1;1;2;6; ; ; ;08;198,666057531254
3011279;1;2;2;3;2;17;1;08;198,666057531254
3011279;1;3;2;6; ; ; ;08;198,666057531254
3011280;1;1;1; ; ; ; ;08;186,721549606371
3011280;1;2;2;6; ; ; ;08;186,721549606371
3011280;1;3;1; ; ; ; ;08;186,721549606371
3011281;1;1;1; ; ; ; ;08;200,853176788892
3011281;1;2;1; ; ; ; ;08;200,853176788892
3011281;1;3;1; ; ; ; ;08;200,853176788892
3011282;1;1;1; ; ; ; ;08;91,8465633021492
3011282;1;2;1; ; ; ; ;08;91,8465633021492
3011282;1;3;1; ; ; ; ;08;91,8465633021492
3011283;1;1;2;6; ; ; ;08;189,133376221427
3011283;1;2;2;6; ; ; ;08;189,133376221427
3011283;1;3;2;6; ; ; ;08;189,133376221427
