DIRECTORIO;SECUENCIA_P;ORDEN;P6074;P6075;P6076;P6076S1;P6095;mes;fex_c_2011
3031965;1;2;2;6; ; ; ;09;796,214876398697
3031966;1;1;2;2;2;76;2;09;763,829294431806
3031966;1;2;2;2;2;76;2;09;763,829294431806
3031966;1;3;2;2;2;76;2;09;763,829294431806
3031967;1;1;1; ; ; ; ;09;746,490876155501
3031967;1;2;2;1;2;66;1;09;746,490876155501
3031968;1;1;1; ; ; ; ;09;211,312633739766
3031968;1;2;1; ; ; ; ;09;211,312633739766
3031969;1;1;2;6; ; ; ;09;652,224626733923
3031969;1;2;2;6; ; ; ;09;652,224626733923
3031969;1;3;2;6; ; ; ;09;652,224626733923
3031969;1;4;2;6; ; ; ;09;652,224626733923
3031970;1;1;2;6; ; ; ;09;506,046958316119
3031970;1;2;2;6; ; ; ;09;506,046958316119
3031970;1;3;2;6; ; ; ;09;506,046958316119
3031970;1;4;2;6; ; ; ;09;506,046958316119
3031972;1;1;1; ; ; ; ;09;893,154409569094
3031972;1;2;2;6; ; ; ;09;893,154409569094
3031972;1;3;1; ; ; ; ;09;893,154409569094
3031972;1;4;1; ; ; ; ;09;893,154409569094
3031973;1;1;1; ; ; ; ;09;238,231906470562
3031974;1;1;2;6; ; ; ;09;215,214881110354
3031975;1;1;2;6; ; ; ;09;271,847317412041
3031975;1;2;2;6; ; ; ;09;271,847317412041
3031976;1;1;2;6; ; ; ;09;278,441361037235
3031976;1;2;2;6; ; ; ;09;278,441361037235
3031976;1;3;1; ; ; ; ;09;278,441361037235
3031976;1;4;1; ; ; ; ;09;278,441361037235
3031977;1;1;1; ; ; ; ;09;217,408208911308
3031977;1;2;1; ; ; ; ;09;217,408208911308
3031977;1;3;1; ; ; ; ;09;217,408208911308
3031977;1;4;1; ; ; ; ;09;217,408208911308
3031978;1;1;2;6; ; ; ;09;250,20787512307
3031978;1;2;2;6; ; ; ;09;250,20787512307
3031979;1;1;1; ; ; ; ;09;244,825950095756
3031979;1;2;1; ; ; ; ;09;244,825950095756
3031979;1;3;1; ; ; ; ;09;244,825950095756
3031980;1;1;2;5;2;73;1;09;283,823286064549
3031980;1;2;2;5;2;73;1;09;283,823286064549
3031980;1;3;2;5;2;73;1;09;283,823286064549
3031980;1;4;2;5;2;73;1;09;283,823286064549
3031981;1;1;2;6; ; ; ;09;238,231906470562
3031982;1;1;2;6; ; ; ;09;234,947421558707
3031982;1;2;2;6; ; ; ;09;234,947421558707
3031982;1;3;1; ; ; ; ;09;234,947421558707
3031982;1;4;1; ; ; ; ;09;234,947421558707
3031983;1;1;1; ; ; ; ;09;241,872680629047
3031983;1;2;2;6; ; ; ;09;241,872680629047
3031983;2;1;1; ; ; ; ;09;241,872680629047
3031984;1;1;2;1;2;05;1;09;281,979625547298
3031984;1;2;2;1;2;05;1;09;281,979625547298
3031984;1;3;2;1;2;05;1;09;281,979625547298
3031984;1;4;2;1;2;05;1;09;281,979625547298
3031985;1;1;2;6; ; ; ;09;70,1212061678381
3031986;1;1;1; ; ; ; ;09;65,5442316546128
3031986;1;2;1; ; ; ; ;09;65,5442316546128
3031987;1;1;2;6; ; ; ;09;56,4194826883435
3031987;1;2;2;6; ; ; ;09;56,4194826883435
3031988;1;1;2;1;2;41;2;09;43,4374660403516
3031988;1;2;2;1;2;41;2;09;43,4374660403516
3031988;1;3;1; ; ; ; ;09;43,4374660403516
3031989;1;1;1; ; ; ; ;09;50,6676177207054
3031989;1;2;1; ; ; ; ;09;50,6676177207054
3031989;1;3;2;1;2;11;1;09;50,6676177207054
3031989;1;4;2;1;2;11;1;09;50,6676177207054
3031989;1;5;2;1;2;11;1;09;50,6676177207054
3031989;1;6;2;1;2;11;1;09;50,6676177207054
3031990;1;1;1; ; ; ; ;09;48,9719094217034
3031990;1;2;1; ; ; ; ;09;48,9719094217034
3031990;1;3;1; ; ; ; ;09;48,9719094217034
3031991;1;1;1; ; ; ; ;09;55,0862071821104
3031992;1;1;2;6; ; ; ;09;84,3758316646186
3031992;1;2;2;6; ; ; ;09;84,3758316646186
3031992;1;3;1; ; ; ; ;09;84,3758316646186
3031992;1;4;1; ; ; ; ;09;84,3758316646186
3031992;1;5;1; ; ; ; ;09;84,3758316646186
3031993;1;1;1; ; ; ; ;09;57,7685844094202
3031994;1;1;1; ; ; ; ;09;77,2809584653352
3031994;1;2;1; ; ; ; ;09;77,2809584653352
3031994;1;3;1; ; ; ; ;09;77,2809584653352
3031995;1;1;2;1;2;41;1;09;96,1963317035354
3031995;1;2;2;1;2;41;1;09;96,1963317035354
3031995;1;3;2;1;2;41;1;09;96,1963317035354
3031996;1;1;1; ; ; ; ;09;65,5442316546128
3031996;1;2;1; ; ; ; ;09;65,5442316546128
3031997;1;1;1; ; ; ; ;09;70,7506010574121
3031998;1;1;2;5;2;63;1;09;62,673632901198
3031998;1;2;2;6; ; ; ;09;62,673632901198
3031999;1;1;2;5;2;18;2;09;70,7506010574121
3032000;1;1;1; ; ; ; ;09;86,8468807950736
3032000;1;2;1; ; ; ; ;09;86,8468807950736
3032000;1;3;1; ; ; ; ;09;86,8468807950736
3032000;1;4;1; ; ; ; ;09;86,8468807950736
3032001;1;1;1; ; ; ; ;09;101,561086158155
3032001;1;2;1; ; ; ; ;09;101,561086158155
3032001;1;3;1; ; ; ; ;09;101,561086158155
3032001;1;4;1; ; ; ; ;09;101,561086158155
3032001;1;5;1; ; ; ; ;09;101,561086158155
3032002;1;1;2;1;2;18;1;09;47,6386339154703
3032002;1;2;2;4;2;18;1;09;47,6386339154703
3032003;1;1;1; ; ; ; ;09;94,30173441762
3032003;1;2;2;6; ; ; ;09;94,30173441762
3032003;1;3;1; ; ; ; ;09;94,30173441762
3032003;1;4;1; ; ; ; ;09;94,30173441762
3032003;1;5;1; ; ; ; ;09;94,30173441762
3032004;1;1;1; ; ; ; ;09;78,4260124454634
3032004;1;2;1; ; ; ; ;09;78,4260124454634
3032004;1;3;1; ; ; ; ;09;78,4260124454634
3032004;1;4;1; ; ; ; ;09;78,4260124454634
3032005;1;1;2;6; ; ; ;09;98,8787089308453
3032005;1;2;2;6; ; ; ;09;98,8787089308453
3032005;1;3;2;6; ; ; ;09;98,8787089308453
3032005;1;4;1; ; ; ; ;09;98,8787089308453
3032006;1;1;2;6; ; ; ;09;90,286081684077
3032006;1;2;2;6; ; ; ;09;90,286081684077
3032006;1;3;1; ; ; ; ;09;90,286081684077
3032006;1;4;1; ; ; ; ;09;90,286081684077
3032007;1;1;2;6; ; ; ;09;74,6920871916321
3032007;1;2;2;1;2;18;1;09;74,6920871916321
3032007;1;3;2;6; ; ; ;09;74,6920871916321
3032007;1;4;1; ; ; ; ;09;74,6920871916321
3032008;1;1;2;6; ; ; ;09;60,9964572015688
3032009;1;1;2;6; ; ; ;09;81,6538852376119
3032009;1;2;2;6; ; ; ;09;81,6538852376119
3032009;1;3;1; ; ; ; ;09;81,6538852376119
3032010;1;1;2;6; ; ; ;09;103,432576873321
3032011;1;1;2;6; ; ; ;09;129,383794767042
3032011;1;2;1; ; ; ; ;09;129,383794767042
3032011;1;3;1; ; ; ; ;09;129,383794767042
3032012;1;1;1; ; ; ; ;09;129,383794767042
3032013;1;1;1; ; ; ; ;09;25,3693715229495
3032014;1;1;2;6; ; ; ;09;19,0270286422121
3032015;1;1;2;6; ; ; ;09;34,8930968796629
3032016;1;1;2;6; ; ; ;09;129,383794767042
3032016;1;2;2;6; ; ; ;09;129,383794767042
3032017;1;1;1; ; ; ; ;09;129,383794767042
3032018;1;1;1; ; ; ; ;09;58,3785449352613
3032018;1;2;2;6; ; ; ;09;58,3785449352613
3032018;1;3;1; ; ; ; ;09;58,3785449352613
3032018;1;4;1; ; ; ; ;09;58,3785449352613
3032019;1;1;1; ; ; ; ;09;25,3693715229495
3032020;1;1;2;6; ; ; ;09;46,5241291728838
3032021;1;1;1; ; ; ; ;09;25,3693715229495
3032021;1;2;2;6; ; ; ;09;25,3693715229495
3032021;1;3;1; ; ; ; ;09;25,3693715229495
3032021;1;4;1; ; ; ; ;09;25,3693715229495
3032021;1;5;2;5;2;05;1;09;25,3693715229495
3032021;1;7;1; ; ; ; ;09;25,3693715229495
3032022;1;1;2;6; ; ; ;09;25,3693715229495
3032022;1;2;2;6; ; ; ;09;25,3693715229495
3032022;1;3;2;6; ; ; ;09;25,3693715229495
3032022;1;4;2;6; ; ; ;09;25,3693715229495
3032022;1;5;2;6; ; ; ;09;25,3693715229495
3032022;1;6;1; ; ; ; ;09;25,3693715229495
3032024;1;1;2;6; ; ; ;09;364,989303016125
3032025;1;1;2;6; ; ; ;09;2696,29964426198
3032025;1;2;1; ; ; ; ;09;2696,29964426198
3032025;1;3;1; ; ; ; ;09;2696,29964426198
3032025;1;4;1; ; ; ; ;09;2696,29964426198
3032025;1;5;1; ; ; ; ;09;2696,29964426198
3032026;1;1;1; ; ; ; ;09;88,6691008050787
3032027;1;1;2;5;2;11;1;09;89,3493883691541
3032027;1;2;2;2;2;15;1;09;89,3493883691541
3032027;1;3;2;1;2;15;1;09;89,3493883691541
3032028;1;1;2;6; ; ; ;09;109,272896676387
3032028;1;2;2;6; ; ; ;09;109,272896676387
3032029;1;1;1; ; ; ; ;09;93,4348891360436
3032029;1;2;1; ; ; ; ;09;93,4348891360436
3032029;1;3;1; ; ; ; ;09;93,4348891360436
3032029;1;4;1; ; ; ; ;09;93,4348891360436
3032029;1;5;1; ; ; ; ;09;93,4348891360436
3032029;1;6;1; ; ; ; ;09;93,4348891360436
3032030;1;1;1; ; ; ; ;09;58,4121832594064
3032030;1;2;1; ; ; ; ;09;58,4121832594064
3032030;1;3;1; ; ; ; ;09;58,4121832594064
3032031;1;1;2;6; ; ; ;09;75,9151918746468
3032031;1;2;1; ; ; ; ;09;75,9151918746468
3032031;1;3;1; ; ; ; ;09;75,9151918746468
3032031;1;4;1; ; ; ; ;09;75,9151918746468
3032031;1;5;2;6; ; ; ;09;75,9151918746468
3032031;1;6;1; ; ; ; ;09;75,9151918746468
3032031;1;7;1; ; ; ; ;09;75,9151918746468
3032031;1;8;1; ; ; ; ;09;75,9151918746468
3032031;1;9;1; ; ; ; ;09;75,9151918746468
3032032;1;1;2;6; ; ; ;09;74,8767871598618
3032032;1;2;1; ; ; ; ;09;74,8767871598618
3032032;1;3;1; ; ; ; ;09;74,8767871598618
3032032;1;4;1; ; ; ; ;09;74,8767871598618
3032032;1;5;1; ; ; ; ;09;74,8767871598618
3032033;1;1;2;6; ; ; ;09;92,7581745967654
3032033;1;2;1; ; ; ; ;09;92,7581745967654
3032034;1;1;2;6; ; ; ;09;103,601632845537
3032034;1;2;1; ; ; ; ;09;103,601632845537
3032034;1;3;2;6; ; ; ;09;103,601632845537
3032034;1;4;1; ; ; ; ;09;103,601632845537
3032035;1;1;2;5;2;11;1;09;88,6691008050787
3032037;1;1;2;6; ; ; ;09;80,3492486015486
3032037;1;2;2;6; ; ; ;09;80,3492486015486
3032037;1;3;1; ; ; ; ;09;80,3492486015486
3032038;1;1;2;3;2;11;1;09;68,7455924978459
3032038;1;2;2;3;2;11;1;09;68,7455924978459
3032039;1;1;2;6; ; ; ;09;112,975289481944
3032039;1;2;1; ; ; ; ;09;112,975289481944
3032040;1;1;1; ; ; ; ;09;120,89195334631
3032040;1;2;1; ; ; ; ;09;120,89195334631
3032040;1;3;1; ; ; ; ;09;120,89195334631
3032040;1;4;1; ; ; ; ;09;120,89195334631
3032040;1;5;1; ; ; ; ;09;120,89195334631
3032041;1;1;1; ; ; ; ;09;105,540110792491
3032041;1;2;2;5;2;54;1;09;105,540110792491
3032042;1;1;1; ; ; ; ;09;98,0219554556773
3032042;1;2;1; ; ; ; ;09;98,0219554556773
3032042;1;3;1; ; ; ; ;09;98,0219554556773
3032042;1;4;1; ; ; ; ;09;98,0219554556773
3032043;1;1;2;6; ; ; ;09;81,38418716149
3032043;1;2;1; ; ; ; ;09;81,38418716149
3032044;1;1;2;4;1; ; ;09;59,5540201005041
3032044;1;2;2;1;2;05;1;09;59,5540201005041
3032045;1;1;1; ; ; ; ;09;86,6683557478954
3032045;1;2;2;6; ; ; ;09;86,6683557478954
3032045;1;3;2;6; ; ; ;09;86,6683557478954
3032046;1;1;2;6; ; ; ;09;178,034195823109
3032046;1;2;2;6; ; ; ;09;178,034195823109
3032046;1;3;1; ; ; ; ;09;178,034195823109
3032046;1;4;1; ; ; ; ;09;178,034195823109
3032047;1;1;2;6; ; ; ;09;142,194861939839
3032047;1;2;2;6; ; ; ;09;142,194861939839
3032047;1;3;2;6; ; ; ;09;142,194861939839
3032048;1;1;2;6; ; ; ;09;81,16141766282
3032049;1;1;2;6; ; ; ;09;81,38418716149
3032049;1;2;2;6; ; ; ;09;81,38418716149
3032050;1;1;1; ; ; ; ;09;79,3174214727996
3032050;1;2;2;6; ; ; ;09;79,3174214727996
3032050;1;3;2;6; ; ; ;09;79,3174214727996
3032051;1;1;2;6; ; ; ;09;88,5715589142146
3032051;1;2;2;1;2;11;1;09;88,5715589142146
3032052;1;1;1; ; ; ; ;09;77,0278862854393
3032052;1;2;1; ; ; ; ;09;77,0278862854393
3032052;1;3;1; ; ; ; ;09;77,0278862854393
3032053;1;1;2;6; ; ; ;09;135,477559669225
3032054;1;1;1; ; ; ; ;09;99,1334208175438
3032054;1;2;2;6; ; ; ;09;99,1334208175438
3032055;1;1;2;3;2;73;1;09;134,456367237332
3032056;1;1;2;6; ; ; ;09;156,898321699763
3032056;1;2;2;5;2;11;1;09;156,898321699763
3032056;1;3;1; ; ; ; ;09;156,898321699763
3032057;1;1;2;5;2;11;1;09;152,542925539229
3032057;1;2;2;5;2;11;1;09;152,542925539229
3032057;1;3;2;5;2;11;1;09;152,542925539229
3032058;1;1;1; ; ; ; ;09;141,700831378834
3032058;1;2;1; ; ; ; ;09;141,700831378834
3032058;1;3;1; ; ; ; ;09;141,700831378834
3032059;1;1;2;3;2;18;1;09;148,469741387419
3032059;1;2;2;3;2;18;1;09;148,469741387419
3032059;1;3;2;3;2;18;1;09;148,469741387419
3032059;1;4;2;3;2;18;1;09;148,469741387419
3032059;1;5;2;3;2;18;1;09;148,469741387419
3032060;1;1;2;6; ; ; ;09;129,379456486677
3032060;1;2;1; ; ; ; ;09;129,379456486677
3032061;1;1;2;6; ; ; ;09;103,929608568652
3032061;1;2;1; ; ; ; ;09;103,929608568652
3032061;1;3;1; ; ; ; ;09;103,929608568652
3032061;1;4;1; ; ; ; ;09;103,929608568652
3032061;1;5;1; ; ; ; ;09;103,929608568652
3032062;1;1;1; ; ; ; ;09;93,311010350013
3032062;1;2;2;6; ; ; ;09;93,311010350013
3032063;1;1;1; ; ; ; ;09;109,098676123793
3032063;1;2;1; ; ; ; ;09;109,098676123793
3032063;1;3;1; ; ; ; ;09;109,098676123793
3032064;1;1;1; ; ; ; ;09;107,722161015496
3032064;1;2;1; ; ; ; ;09;107,722161015496
3032064;1;3;1; ; ; ; ;09;107,722161015496
3032064;1;4;1; ; ; ; ;09;107,722161015496
3032065;1;1;2;3;2;23;1;09;101,977012496951
3032066;1;1;1; ; ; ; ;09;88,1419427948715
3032066;1;2;1; ; ; ; ;09;88,1419427948715
3032066;1;3;1; ; ; ; ;09;88,1419427948715
3032066;1;4;1; ; ; ; ;09;88,1419427948715
3032066;1;5;1; ; ; ; ;09;88,1419427948715
3032067;1;1;1; ; ; ; ;09;94,7289912477775
3032067;1;2;1; ; ; ; ;09;94,7289912477775
3032067;1;3;1; ; ; ; ;09;94,7289912477775
3032067;1;4;1; ; ; ; ;09;94,7289912477775
3032067;1;5;1; ; ; ; ;09;94,7289912477775
3032068;1;1;2;6; ; ; ;09;112,806566707948
3032068;1;2;1; ; ; ; ;09;112,806566707948
3032068;1;3;1; ; ; ; ;09;112,806566707948
3032069;1;1;2;5;2;23;1;09;101,619209594605
3032069;1;2;2;5;2;23;1;09;101,619209594605
3032069;1;3;2;5;2;23;1;09;101,619209594605
3032070;1;1;2;6; ; ; ;09;102,216119231543
3032070;1;2;1; ; ; ; ;09;102,216119231543
3032071;1;1;2;1;2;13;2;09;102,461109528966
3032072;1;1;1; ; ; ; ;09;103,203364295797
3032072;1;2;1; ; ; ; ;09;103,203364295797
3032073;1;1;1; ; ; ; ;09;102,986018190896
3032073;1;2;1; ; ; ; ;09;102,986018190896
3032073;1;3;1; ; ; ; ;09;102,986018190896
3032073;1;4;1; ; ; ; ;09;102,986018190896
3032073;1;5;2;3;2;70;2;09;102,986018190896
3032074;1;1;2;6; ; ; ;09;132,75589611301
3032074;1;2;2;6; ; ; ;09;132,75589611301
3032074;1;3;1; ; ; ; ;09;132,75589611301
3032075;1;1;1; ; ; ; ;09;161,886231328577
3032076;1;1;2;6; ; ; ;09;129,008049999988
3032076;1;2;1; ; ; ; ;09;129,008049999988
3032076;1;3;1; ; ; ; ;09;129,008049999988
3032077;1;1;2;1;2;20;2;09;149,655952273889
3032077;1;2;2;1;2;54;1;09;149,655952273889
3032077;1;3;2;1;2;54;1;09;149,655952273889
3032077;1;4;2;1;2;54;1;09;149,655952273889
3032078;1;1;1; ; ; ; ;09;144,184347708474
3032078;1;2;1; ; ; ; ;09;144,184347708474
3032078;1;3;1; ; ; ; ;09;144,184347708474
3032078;1;4;1; ; ; ; ;09;144,184347708474
3032079;1;1;2;1;2;54;2;09;202,508113754541
3032079;1;2;2;1;2;54;2;09;202,508113754541
3032079;1;3;2;1;2;54;2;09;202,508113754541
3032079;1;4;2;1;2;54;2;09;202,508113754541
3032079;1;5;2;1;2;54;2;09;202,508113754541
3032079;1;6;2;1;2;54;2;09;202,508113754541
3032079;1;7;2;1;2;54;2;09;202,508113754541
3032080;1;1;2;6; ; ; ;09;125,164995538626
3032080;1;3;2;1;2;13;1;09;125,164995538626
3032080;1;4;2;1;2;13;1;09;125,164995538626
3032081;1;1;2;1;1; ; ;09;171,797785333261
3032081;1;2;2;1;2;13;1;09;171,797785333261
3032081;1;3;2;1;2;13;1;09;171,797785333261
3032081;1;4;2;1;2;13;1;09;171,797785333261
3032081;1;5;2;3;2;13;1;09;171,797785333261
3032081;1;6;1; ; ; ; ;09;171,797785333261
