Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
5134022;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;553,542151735326
5134022;1;2;1;2;68; ;2; ; ;1;2; ; ;1; ;02;553,542151735326
5134022;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;553,542151735326
5134022;1;4;1;2;68; ;2; ; ;1;2; ; ;1; ;02;553,542151735326
5134023;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;359,068708710932
5134023;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;02;359,068708710932
5134023;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;359,068708710932
5134023;1;4;2;2;47; ;2; ; ;1;2; ; ;1; ;02;359,068708710932
5134024;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;02;546,700336597441
5134024;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;546,700336597441
5134024;1;3;2;2;20; ;3;20; ;1;2; ; ;1; ;02;546,700336597441
5134025;1;1;2;2;68; ;3;68; ;1;2; ; ;1; ;02;466,568767409303
5134025;1;2;2;2;68; ;3;68; ;1;2; ; ;1; ;02;466,568767409303
5134025;1;3;2;2;68; ;1; ; ; ;2; ; ;1; ;02;466,568767409303
5134025;1;4;1;2;68; ;1; ; ; ;1; ; ; ; ;02;466,568767409303
5134025;1;5;2;2;68; ;3;68; ;1;2; ; ;2;1;02;466,568767409303
5134025;1;6;2;2;68; ;3;68; ;1;2; ; ;2;8;02;466,568767409303
5134025;1;7;2;2;68; ;3;68; ;1;2; ; ;2;8;02;466,568767409303
5134026;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;533,836370080499
5134026;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;533,836370080499
5134026;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;02;533,836370080499
5134027;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;430,469260065839
5134027;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;430,469260065839
5134027;2;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;430,469260065839
5134027;2;2;2;2;13; ;2; ; ;1;2; ; ;1; ;02;430,469260065839
5134027;2;3;1;2;68; ;2; ; ;1;2; ; ;1; ;02;430,469260065839
5134027;3;1;2;2;15; ;2; ; ;1;2; ; ;1; ;02;430,469260065839
5134028;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;02;561,105091849496
5134028;1;2;2;1; ; ;3;68; ;1;2; ; ;1; ;02;561,105091849496
5134028;1;3;2;2;54; ;3;68; ;1;2; ; ;1; ;02;561,105091849496
5134029;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;505,159438001435
5134029;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;505,159438001435
5134029;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;02;505,159438001435
5134029;1;4;1;2;68; ;2; ; ;1;2; ; ;1; ;02;505,159438001435
5134030;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;444,426241881797
5134030;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;444,426241881797
5134031;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;539,663563836292
5134031;1;2;2;2;68; ;3;68; ;1;3;68; ;1; ;02;539,663563836292
5134031;1;3;2;1; ; ;3;68; ;1;3;68; ;1; ;02;539,663563836292
5134031;1;4;2;1; ; ;1; ; ; ;3;68; ;1; ;02;539,663563836292
5134032;1;1;2;2;68; ;3;68; ;1;3;68; ;1; ;02;464,422850185242
5134032;1;2;2;2;47; ;3;68; ;1;3;68; ;1; ;02;464,422850185242
5134032;1;3;2;2;68; ;3;68; ;1;3;68; ;1; ;02;464,422850185242
5134033;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;02;450,253435637589
5134033;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;450,253435637589
5134033;2;1;2;2;20; ;3;20; ;1;3;20; ;1; ;02;450,253435637589
5134034;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;02;435,455091457559
5134034;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;435,455091457559
5134034;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;435,455091457559
5134034;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;435,455091457559
5134035;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,479067035626
5134035;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;603,479067035626
5134035;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,479067035626
5134035;1;4;1;2;68; ;2; ; ;1;2; ; ;1; ;02;603,479067035626
5134035;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,479067035626
5134035;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,479067035626
5134035;1;7;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,479067035626
5134035;1;8;1;2;68; ;2; ; ;1;2; ; ;1; ;02;603,479067035626
5134035;1;9;1;1; ; ;1; ; ; ;1; ; ; ; ;02;603,479067035626
5134036;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;468,927851582149
5134036;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;468,927851582149
5134037;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;02;561,901116855361
5134037;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;02;561,901116855361
5134037;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;02;561,901116855361
5134037;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;561,901116855361
5134037;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;561,901116855361
5134038;1;1;2;2;68; ;3;68; ;1;3;68; ;1; ;02;603,380937689242
5134038;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;603,380937689242
5134039;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;468,637024933531
5134039;1;2;1;2;68; ;2; ; ;1;2; ; ;1; ;02;468,637024933531
5134040;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;501,106842973597
5134041;1;1;2;2;68; ;3;52; ;1;3;11; ;1; ;02;501,106842973597
5134042;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;02;509,68666479089
5134042;1;2;2;1; ; ;3;54; ;1;2; ; ;1; ;02;509,68666479089
5134042;1;3;2;2;54; ;3;54; ;1;3;54; ;1; ;02;509,68666479089
5134042;1;4;2;2;54; ;3;54; ;1;3;54; ;1; ;02;509,68666479089
5134042;1;5;2;2;54; ;3;54; ;1;2; ; ;1; ;02;509,68666479089
5134043;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,578048934425
5134043;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,578048934425
5134043;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,578048934425
5134043;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,578048934425
5134044;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;443,333226582781
5134044;1;2;2;2;47; ;2; ; ;1;2; ; ;1; ;02;443,333226582781
5134044;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;443,333226582781
5134044;2;1;2;2;54; ;2; ; ;1;2; ; ;1; ;02;443,333226582781
5134044;3;1;1;2;68; ;2; ; ;1;2; ; ;1; ;02;443,333226582781
5134044;4;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;443,333226582781
5134045;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;531,105967411547
5134045;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;02;531,105967411547
5134046;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;558,925224895998
5134046;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;558,925224895998
5134046;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;02;558,925224895998
5134046;1;4;2;2;68; ;2; ; ;1;2; ; ;1; ;02;558,925224895998
5134046;1;5;2;2;68; ;2; ; ;1;2; ; ;1; ;02;558,925224895998
5134047;1;1;2;2;68; ;3;68; ;1;2; ; ;1; ;02;439,921240484889
5134047;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;439,921240484889
5134047;1;3;2;2;68; ;3;68; ;1;2; ; ;1; ;02;439,921240484889
5134048;1;1;2;2;20; ;3;54; ;1;3;68; ;1; ;02;444,426241881797
5134048;1;2;2;2;8; ;3;68; ;1;2; ; ;1; ;02;444,426241881797
5134049;1;1;2;2;68; ;3;68; ;1;3;68; ;1; ;02;697,3182926774
5134049;1;2;2;2;68; ;3;68; ;1;3;68; ;1; ;02;697,3182926774
5134049;1;3;2;2;68; ;3;68; ;1;3;68; ;1; ;02;697,3182926774
5134049;1;4;2;2;25; ;3;68; ;1;3;68; ;1; ;02;697,3182926774
5134050;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;535,610968808454
5134051;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;374,560315617469
5134051;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;374,560315617469
5134051;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;374,560315617469
5134051;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;02;374,560315617469
5134051;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;374,560315617469
5134051;1;6;1;2;68; ;2; ; ;1;2; ; ;1; ;02;374,560315617469
5134052;1;1;2;2;68; ;3;68; ;1;2; ; ;1; ;02;438,9287271442
5134053;1;1;2;2;81; ;2; ; ;1;2; ; ;1; ;02;464,132023536623
5134053;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;464,132023536623
5134053;1;3;2;2;68; ;1; ; ; ;2; ; ;1; ;02;464,132023536623
5134054;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134054;1;2;2;2;54; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134054;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134055;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;634,492812855668
5134055;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;634,492812855668
5134055;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;634,492812855668
5134055;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;634,492812855668
5134055;2;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;634,492812855668
5134055;2;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;634,492812855668
5134055;3;1;2;3; ;3;4; ;3; ;2; ; ;1; ;02;634,492812855668
5134055;3;2;2;2;68; ;4; ;3; ;2; ; ;1; ;02;634,492812855668
5134055;3;3;2;3; ;3;4; ;3; ;2; ; ;1; ;02;634,492812855668
5134055;3;4;2;2;68; ;1; ; ; ;2; ; ;1; ;02;634,492812855668
5134056;1;1;2;2;68; ;4; ;3; ;2; ; ;1; ;02;501,045193384848
5134056;1;2;2;2;15; ;2; ; ;1;2; ; ;1; ;02;501,045193384848
5134056;1;3;2;2;15; ;2; ; ;1;2; ; ;1; ;02;501,045193384848
5134056;1;4;1;2;68; ;2; ; ;1;2; ; ;1; ;02;501,045193384848
5134056;1;5;1;2;68; ;2; ; ;1;2; ; ;1; ;02;501,045193384848
5134056;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;02;501,045193384848
5134056;1;7;1;1; ; ;2; ; ;1;2; ; ;1; ;02;501,045193384848
5134057;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;325,567524960599
5134057;1;2;2;2;15; ;2; ; ;1;2; ; ;1; ;02;325,567524960599
5134057;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;325,567524960599
5134058;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;442,246374928298
5134058;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;442,246374928298
5134058;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;442,246374928298
5134058;1;4;2;2;68; ;2; ; ;1;2; ; ;1; ;02;442,246374928298
5134059;1;1;2;2;68; ;3;8; ;1;3;8; ;1; ;02;464,132023536623
5134059;1;2;2;2;68; ;3;8; ;1;3;8; ;1; ;02;464,132023536623
5134059;1;3;2;2;68; ;3;8; ;1;3;8; ;1; ;02;464,132023536623
5134060;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134060;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134060;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134061;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;684,493178530035
5134061;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;684,493178530035
5134061;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;684,493178530035
5134061;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;684,493178530035
5134062;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;344,56119117952
5134062;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;344,56119117952
5134062;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;344,56119117952
5134062;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;344,56119117952
5134062;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;344,56119117952
5134063;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;468,927851582149
5134063;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;02;468,927851582149
5134064;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;518,023404518377
5134064;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;518,023404518377
5134064;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;518,023404518377
5134064;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;518,023404518377
5134065;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;02;579,036274776368
5134065;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;579,036274776368
5134065;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;579,036274776368
5134065;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;02;579,036274776368
5134065;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;579,036274776368
5134065;1;6;2;2;68; ;2; ; ;1;2; ; ;1; ;02;579,036274776368
5134066;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;420,25431119964
5134066;1;2;2;2;41; ;2; ; ;1;2; ; ;1; ;02;420,25431119964
5134067;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;422,652202702742
5134067;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;422,652202702742
5134067;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;02;422,652202702742
5134067;1;4;2;2;68; ;2; ; ;1;2; ; ;1; ;02;422,652202702742
5134067;1;5;1;2;68; ;2; ; ;1;2; ; ;1; ;02;422,652202702742
5134067;1;6;1;2;68; ;1; ; ; ;2; ; ;1; ;02;422,652202702742
5134068;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,601794386501
5134068;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,601794386501
5134068;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,601794386501
5134068;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,601794386501
5134068;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;603,601794386501
5134069;1;1;2;3; ;3;4; ;3; ;2; ; ;1; ;02;636,132690188692
5134069;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;02;636,132690188692
5134069;1;3;2;3; ;3;4; ;3; ;2; ; ;1; ;02;636,132690188692
5134069;1;4;2;3; ;3;4; ;3; ;2; ; ;1; ;02;636,132690188692
5134069;1;5;2;3; ;3;4; ;3; ;2; ; ;1; ;02;636,132690188692
5134069;1;6;2;3; ;3;4; ;3; ;2; ; ;1; ;02;636,132690188692
5134070;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;374,269488968851
5134070;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;374,269488968851
5134070;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;374,269488968851
5134070;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;374,269488968851
5134070;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;374,269488968851
5134070;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;02;374,269488968851
5134071;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134071;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134071;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;02;464,422850185242
5134072;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;438,9287271442
5134073;1;1;2;2;15; ;3;11; ;1;2; ; ;1; ;02;572,194459638483
5134073;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;572,194459638483
5134073;1;3;2;2;15; ;2; ; ;1;2; ; ;1; ;02;572,194459638483
5134073;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;572,194459638483
5134073;2;1;2;2;20; ;3;20; ;1;3;68; ;1; ;02;572,194459638483
5134074;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;02;542,195335200534
5134074;1;2;2;2;15; ;2; ; ;1;2; ; ;1; ;02;542,195335200534
5134074;1;3;2;2;15; ;2; ; ;1;2; ; ;1; ;02;542,195335200534
5134074;1;4;2;2;15; ;2; ; ;1;2; ; ;1; ;02;542,195335200534
5134075;1;1;2;2;68; ;3;68; ;1;3;68; ;1; ;02;642,952279934029
5134075;1;2;2;2;68; ;3;68; ;1;3;68; ;1; ;02;642,952279934029
5134075;1;3;2;2;68; ;3;68; ;1;3;68; ;1; ;02;642,952279934029
5134075;1;4;2;2;68; ;3;68; ;1;3;68; ;1; ;02;642,952279934029
5134075;1;5;2;2;68; ;1; ; ; ;3;68; ;1; ;02;642,952279934029
5134076;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;553,542151735326
5134076;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;02;553,542151735326
5134076;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;553,542151735326
5134076;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;553,542151735326
5134077;1;1;2;2;15; ;2; ; ;1;2; ; ;1; ;02;321,062523563691
5134077;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;321,062523563691
5134077;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;321,062523563691
5134077;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;321,062523563691
5134078;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;438,9287271442
5134079;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;468,927851582149
5134079;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;02;468,927851582149
5134080;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;623,598402689946
5134080;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;623,598402689946
5134080;1;3;1;2;68; ;2; ; ;1;2; ; ;1; ;02;623,598402689946
5134080;1;4;1;2;68; ;2; ; ;1;2; ; ;1; ;02;623,598402689946
5134080;1;5;1;2;68; ;2; ; ;1;2; ; ;1; ;02;623,598402689946
5134080;1;6;1;2;68; ;2; ; ;1;2; ; ;1; ;02;623,598402689946
5134081;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;619,093401293038
5134081;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;619,093401293038
5134081;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;619,093401293038
5134081;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;619,093401293038
5134081;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;619,093401293038
5134081;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;02;619,093401293038
5134081;1;7;1;1; ; ;2; ; ;1;2; ; ;1; ;02;619,093401293038
5134082;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;510,016343809086
5134082;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;510,016343809086
5134082;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;510,016343809086
5134082;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;510,016343809086
5134082;1;5;2;2;15; ;2; ; ;1;2; ; ;1; ;02;510,016343809086
5134083;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;440,250919503085
5134083;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;440,250919503085
5134083;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;02;440,250919503085
5134084;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;02;434,423725747292
5134084;1;2;2;2;41; ;2; ; ;1;2; ; ;1; ;02;434,423725747292
5134085;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,868875583044
5134085;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,868875583044
5134085;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,868875583044
5134085;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,868875583044
5134086;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;533,836370080499
5134086;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;533,836370080499
5134086;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;533,836370080499
5134087;1;1;2;2;68; ;2; ; ;1;3;11; ;1; ;02;590,578048934425
5134087;1;2;2;2;15; ;2; ; ;1;2; ; ;1; ;02;590,578048934425
5134087;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,578048934425
5134087;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;590,578048934425
5134088;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;871,491836212354
5134088;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;871,491836212354
5134088;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;871,491836212354
5134088;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;871,491836212354
5134089;1;1;2;2;15; ;2; ; ;1;2; ; ;1; ;02;573,247933390153
5134089;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;573,247933390153
5134089;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;573,247933390153
5134089;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;573,247933390153
5134089;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;573,247933390153
5134090;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;438,9287271442
5134091;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;600,871391717548
5134091;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;600,871391717548
5134091;1;3;1;2;68; ;2; ; ;1;2; ; ;1; ;02;600,871391717548
5134091;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;02;600,871391717548
5134092;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;444,426241881797
5134092;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;444,426241881797
5134093;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;529,683273094336
5134093;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;529,683273094336
5134093;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;529,683273094336
5134093;1;4;2;2;73; ;2; ; ;1;2; ; ;1; ;02;529,683273094336
5134093;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;529,683273094336
5134093;2;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;529,683273094336
5134094;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;518,696667584706
5134094;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;518,696667584706
5134094;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;02;518,696667584706
5134095;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;464,132023536623
5134095;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;464,132023536623
5134095;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;464,132023536623
5134096;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;382,248126052399
5134096;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;382,248126052399
5134097;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;535,610968808454
5134098;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;535,610968808454
5134099;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;1071,22193761691
5134100;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;02;880,50183900617
5134100;1;2;2;2;54; ;2; ; ;1;2; ; ;1; ;02;880,50183900617
5134100;1;3;2;1; ; ;4; ;3; ;2; ; ;1; ;02;880,50183900617
5134101;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;02;324,89426189427
5134101;1;2;2;2;25; ;2; ; ;1;2; ; ;1; ;02;324,89426189427
5134101;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;324,89426189427
5134101;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;324,89426189427
5134102;1;1;1;2;68; ;2; ; ;1;2; ; ;1; ;02;490,019735505641
5134102;1;2;1;2;68; ;2; ; ;1;2; ; ;1; ;02;490,019735505641
5134102;1;3;1;2;68; ;2; ; ;1;2; ; ;1; ;02;490,019735505641
5134102;1;4;2;2;68; ;3;68; ;1;2; ; ;1; ;02;490,019735505641
5134103;1;1;2;2;68; ;2; ; ;2;2; ; ;1; ;02;538,341371477407
5134103;1;2;1;2;68; ;1; ; ; ;2; ; ;1; ;02;538,341371477407
5134104;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;505,159438001435
5134104;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;02;505,159438001435
5134104;1;3;1;2;68; ;2; ; ;1;2; ; ;1; ;02;505,159438001435
5134104;1;4;1;2;68; ;2; ; ;1;2; ; ;1; ;02;505,159438001435
5134105;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;435,455091457559
5134105;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;435,455091457559
5134105;1;3;2;2;68; ;2; ; ;1;2; ; ;1; ;02;435,455091457559
5134105;1;4;1;2;68; ;2; ; ;1;2; ; ;1; ;02;435,455091457559
5134106;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;626,404367128167
5134106;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;626,404367128167
5134106;1;3;1;2;68; ;2; ; ;1;2; ; ;1; ;02;626,404367128167
5134106;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;02;626,404367128167
5134106;1;5;1;2;68; ;2; ; ;1;2; ; ;1; ;02;626,404367128167
5134106;1;6;2;2;68; ;2; ; ;1;2; ; ;1; ;02;626,404367128167
5134107;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;379,065317014377
5134107;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;379,065317014377
5134107;1;3;1;2;68; ;2; ; ;1;2; ; ;1; ;02;379,065317014377
5134107;1;4;1;2;68; ;2; ; ;1;2; ; ;1; ;02;379,065317014377
5134107;1;5;2;1; ; ;2; ; ;1;3;5; ;1; ;02;379,065317014377
5134108;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;02;439,960092854466
5134108;1;2;2;2;11; ;3;11; ;1;2; ; ;1; ;02;439,960092854466
