Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
5130032;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;3489,20208054099
5130032;1;2;2;2;13; ;2; ; ;1;2; ; ;1; ;02;3489,20208054099
5130032;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;02;3489,20208054099
5130033;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;4041,5413173422
5130033;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;4041,5413173422
5130033;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;02;4041,5413173422
5130033;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;02;4041,5413173422
5130034;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;2298,17292238338
5130034;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;2298,17292238338
5130034;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;02;2298,17292238338
5130035;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;02;4564,23576782409
5130035;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;4564,23576782409
5130035;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;4564,23576782409
5130035;1;4;2;2;19; ;2; ; ;1;2; ; ;1; ;02;4564,23576782409
5130035;1;5;2;2;19; ;2; ; ;1;2; ; ;1; ;02;4564,23576782409
5130036;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;4071,16401206301
5130036;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;4071,16401206301
5130039;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;5941,67007174356
5130039;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;5941,67007174356
5130039;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;5941,67007174356
5130039;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;5941,67007174356
5130039;1;5;2;1; ; ;2; ; ;1;2; ; ;1; ;02;5941,67007174356
5130039;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;02;5941,67007174356
5130040;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;3850,81965780671
5130040;1;2;2;2;68; ;2; ; ;1;2; ; ;1; ;02;3850,81965780671
5130040;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;02;3850,81965780671
5130040;1;4;2;2;68; ;1; ; ; ;2; ; ;1; ;02;3850,81965780671
5130041;1;1;2;2;85; ;3;68; ;1;3;85; ;1; ;02;4027,10899827688
5130041;1;2;2;1; ; ;3;68; ;1;3;85; ;1; ;02;4027,10899827688
5130041;1;3;2;1; ; ;3;68; ;1;3;85; ;1; ;02;4027,10899827688
5130041;1;4;2;2;85; ;1; ; ; ;3;85; ;1; ;02;4027,10899827688
5130048;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;2834,78048371042
5130048;1;2;2;1; ; ;3;11; ;1;3;11; ;1; ;02;2834,78048371042
5130049;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;02;3061,63364539738
5130049;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;02;3061,63364539738
5130049;1;3;2;2;68; ;1; ; ; ;2; ; ;1; ;02;3061,63364539738
5130050;1;1;2;2;68; ;3;11; ;1;3;68; ;1; ;02;2132,31749066021
5130050;1;2;2;1; ; ;3;68; ;1;3;68; ;1; ;02;2132,31749066021
5130052;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;4192,10711954947
5130052;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;02;4192,10711954947
5130052;1;3;2;2;17; ;2; ; ;1;2; ; ;1; ;02;4192,10711954947
5130052;1;4;2;2;50; ;3;50; ;1;3;50; ;1; ;02;4192,10711954947
5130123;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;02;1004,30054353032
5130124;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;814,802483560399
5130124;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;814,802483560399
5130125;1;1;2;2;23; ;3;23; ;2;2; ; ;1; ;02;1815,55904445203
5130125;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1815,55904445203
5130125;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1815,55904445203
5130125;1;4;1;2;5; ;1; ; ; ;2; ; ;1; ;02;1815,55904445203
5130126;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130126;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130126;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130127;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;02;1086,49563989243
5130127;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1086,49563989243
5130127;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1086,49563989243
5130128;1;1;2;2;66; ;2; ; ;1;2; ; ;1; ;02;896,533909705499
5130128;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;896,533909705499
5130129;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1293,63913823724
5130129;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1293,63913823724
5130129;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;02;1293,63913823724
5130130;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1009,03221095243
5130131;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;02;1210,78118248551
5130131;1;2;2;2;52; ;3;76; ;1;2; ; ;1; ;02;1210,78118248551
5130131;2;1;2;2;52; ;3;52; ;2;2; ; ;1; ;02;1210,78118248551
5130132;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;911,166068476668
5130132;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;911,166068476668
5130133;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1495,38810977032
5130133;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1495,38810977032
5130133;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1495,38810977032
5130133;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;02;1495,38810977032
5130133;1;5;2;2;5; ;3;5; ;1;3;5; ;2;2;02;1495,38810977032
5130134;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1467,1945480542
5130134;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1467,1945480542
5130134;1;3;1;2;5; ;1; ; ; ;2; ; ;1; ;02;1467,1945480542
5130135;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;798,667767229738
5130135;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;798,667767229738
5130135;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;02;798,667767229738
5130136;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;02;803,399434651848
5130136;1;2;2;2;17; ;2; ; ;1;2; ; ;1; ;02;803,399434651848
5130136;1;3;2;2;17; ;2; ; ;1;2; ; ;1; ;02;803,399434651848
5130137;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;952,746762455129
5130137;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;952,746762455129
5130137;1;3;2;2;41; ;2; ; ;1;2; ; ;1; ;02;952,746762455129
5130138;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;748,616543714039
5130138;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;748,616543714039
5130138;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;748,616543714039
5130138;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;748,616543714039
5130140;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;551,083343003041
5130140;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;551,083343003041
5130140;2;1;2;2;20; ;3;20; ;1;2; ; ;1; ;02;551,083343003041
5130140;3;1;2;2;20; ;3;20; ;1;2; ; ;1; ;02;551,083343003041
5130141;1;1;2;2;50; ;2; ; ;1;2; ; ;1; ;02;1143,23762773203
5130141;1;2;2;2;50; ;2; ; ;1;2; ; ;1; ;02;1143,23762773203
5130141;1;3;2;2;50; ;3;50; ;1;2; ; ;1; ;02;1143,23762773203
5130141;2;1;2;2;52; ;3;52; ;1;2; ; ;1; ;02;1143,23762773203
5130142;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1009,03221095243
5130143;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1071,33434603129
5130143;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1071,33434603129
5130143;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1071,33434603129
5130144;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1040,18327849186
5130144;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1040,18327849186
5130145;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1513,50690945477
5130145;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1513,50690945477
5130145;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1513,50690945477
5130145;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1513,50690945477
5130146;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130146;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130146;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130147;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1009,03221095243
5130148;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;985,400387554049
5130148;1;2;2;2;13; ;2; ; ;1;2; ; ;1; ;02;985,400387554049
5130148;1;3;2;2;5; ;3;5; ;1;2; ; ;1; ;02;985,400387554049
5130149;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;02;1467,1945480542
5130149;1;2;1;1; ; ;1; ; ; ;2; ; ;1; ;02;1467,1945480542
5130149;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1467,1945480542
5130150;1;1;2;3; ;3;4; ;3; ;4; ;3; ;8;02;806,33195402316
5130150;1;2;2;3; ;3;4; ;3; ;4; ;3; ;5;02;806,33195402316
5130150;1;3;2;3; ;3;4; ;3; ;4; ;3; ;1;02;806,33195402316
5130150;1;4;2;3; ;3;4; ;3; ;4; ;3; ;8;02;806,33195402316
5130151;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;02;798,667767229738
5130151;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;798,667767229738
5130151;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;798,667767229738
5130152;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;3513,06628552224
5130152;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;3513,06628552224
5130152;1;3;2;1; ; ;2; ; ;1;2; ; ;1; ;02;3513,06628552224
5130152;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;3513,06628552224
5130152;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;02;3513,06628552224
5130153;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;911,166068476668
5130153;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;02;911,166068476668
5130155;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;02;778,265053693976
5130155;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;778,265053693976
5130155;1;3;1;1; ; ;3;5; ;1;2; ; ;1; ;02;778,265053693976
5130155;1;4;2;3; ;11;2; ; ;1;2; ; ;1; ;02;778,265053693976
5130155;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;02;778,265053693976
5130155;1;6;2;2;5; ;2; ; ;1;2; ; ;1; ;02;778,265053693976
5130157;1;1;2;2;52; ;3;52; ;1;2; ; ;1; ;02;1000,56168141519
5130157;2;1;2;2;73; ;3;68; ;1;3;73; ;1; ;02;1000,56168141519
5130157;3;1;2;2;52; ;3;52; ;1;2; ; ;1; ;02;1000,56168141519
5130158;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1659,63766953833
5130158;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1659,63766953833
5130158;1;3;2;1; ; ;3;5; ;1;2; ; ;1; ;02;1659,63766953833
5130158;1;4;2;2;17; ;2; ; ;1;2; ; ;1; ;02;1659,63766953833
5130159;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;02;860,969902308596
5130159;1;2;2;2;70; ;2; ; ;1;2; ; ;1; ;02;860,969902308596
5130159;1;3;2;2;70; ;2; ; ;1;2; ; ;1; ;02;860,969902308596
5130159;1;4;2;2;70; ;2; ; ;1;4; ;11; ;1;02;860,969902308596
5130159;1;5;2;2;70; ;3;70; ;1;2; ; ;1; ;02;860,969902308596
5130160;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;2421,56236497102
5130160;2;1;2;3; ;11;4; ;11; ;4; ;11; ;2;02;2421,56236497102
5130160;3;1;2;3; ;9;4; ;11; ;4; ;9; ;10;02;2421,56236497102
5130161;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1417,92468083032
5130161;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1417,92468083032
5130161;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1417,92468083032
5130162;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;02;1195,61988862437
5130162;1;2;2;2;41; ;2; ; ;1;2; ; ;1; ;02;1195,61988862437
5130162;1;3;2;2;41; ;2; ; ;1;2; ; ;1; ;02;1195,61988862437
5130163;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1145,72177224578
5130163;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1145,72177224578
5130163;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1145,72177224578
5130163;2;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1145,72177224578
5130163;2;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1145,72177224578
5130164;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;2204,33337201216
5130164;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;2204,33337201216
5130164;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;2204,33337201216
5130164;1;4;1;2;5; ;1; ; ; ;2; ; ;1; ;02;2204,33337201216
5130164;1;5;1;2;5; ;1; ; ; ;1; ; ; ; ;02;2204,33337201216
5130165;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;841,221883677717
5130165;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;841,221883677717
5130165;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;841,221883677717
5130166;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1411,93829580683
5130166;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1411,93829580683
5130166;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1411,93829580683
5130166;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1411,93829580683
5130166;1;5;1;2;23; ;1; ; ; ;2; ; ;1; ;02;1411,93829580683
5130166;1;6;2;2;5; ;2; ; ;1;3;5; ;1; ;02;1411,93829580683
5130167;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;739,616879086827
5130167;1;2;2;2;27; ;2; ; ;1;2; ; ;1; ;02;739,616879086827
5130167;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;739,616879086827
5130167;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;739,616879086827
5130167;1;5;2;3; ;11;2; ; ;1;2; ; ;1; ;02;739,616879086827
5130167;1;6;2;3; ;4;2; ; ;1;2; ; ;1; ;02;739,616879086827
5130168;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;2008,60108706064
5130169;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;2008,60108706064
5130170;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1040,18327849186
5130170;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1040,18327849186
5130171;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;02;1734,35626762656
5130171;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1734,35626762656
5130171;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1734,35626762656
5130171;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1734,35626762656
5130171;1;5;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1734,35626762656
5130171;1;6;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1734,35626762656
5130171;1;7;1;1; ; ;1; ; ; ;2; ; ;1; ;02;1734,35626762656
5130172;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1009,03221095243
5130173;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;896,533909705499
5130173;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;02;896,533909705499
5130174;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1271,17821475427
5130174;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1271,17821475427
5130174;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1271,17821475427
5130174;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1271,17821475427
5130174;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1271,17821475427
5130175;1;1;2;3; ;11;4; ;11; ;2; ; ;1; ;02;1467,1945480542
5130175;1;2;2;2;54; ;3;5; ;1;2; ; ;1; ;02;1467,1945480542
5130175;1;3;1;2;5; ;1; ; ; ;2; ; ;1; ;02;1467,1945480542
5130176;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;02;2266,63550709102
5130177;1;1;2;2;63; ;2; ; ;1;2; ; ;1; ;02;1815,8739172281
5130178;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130178;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130178;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1081,76397247032
5130179;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;2018,06442190486
5130180;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1800,39775059089
5130180;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1800,39775059089
5130180;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1800,39775059089
5130180;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;02;1800,39775059089
5130181;1;1;2;3; ;11;2; ; ;1;2; ; ;1; ;02;2018,06442190486
5130182;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1708,46600259921
5130182;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1708,46600259921
5130182;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1708,46600259921
5130182;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1708,46600259921
5130182;1;5;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1708,46600259921
5130182;1;6;1;2;5; ;1; ; ; ;1; ; ; ; ;02;1708,46600259921
5130183;1;1;2;2;27; ;3;5; ;1;2; ; ;1; ;02;1223,69495343829
5130183;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1223,69495343829
5130183;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;02;1223,69495343829
5130183;1;4;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1223,69495343829
5130184;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;896,533909705499
5130184;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;896,533909705499
5130185;1;1;2;2;5; ;3;5; ;1;3;5; ;1; ;02;1004,30054353032
5130186;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1335,2198322157
5130186;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1335,2198322157
5130186;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1335,2198322157
5130186;2;1;2;2;5; ;3;5; ;2;2; ; ;1; ;02;1335,2198322157
5130187;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;2018,06442190486
5130188;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1009,03221095243
5130189;1;1;2;3; ;3;2; ; ;1;2; ; ;1; ;02;927,684977244928
5130189;1;2;2;3; ;3;4; ;3; ;4; ;3; ;10;02;927,684977244928
5130189;1;3;2;3; ;3;4; ;3; ;3;5; ;2;8;02;927,684977244928
5130190;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1035,45161106975
5130190;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1035,45161106975
5130191;1;1;2;2;17; ;2; ; ;1;2; ; ;1; ;02;1009,03221095243
5130192;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1179,63011494608
5130192;2;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1179,63011494608
5130195;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1342,90900546112
5130195;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1342,90900546112
5130195;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1342,90900546112
5130196;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1009,03221095243
5130197;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1035,45161106975
5130197;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1035,45161106975
5130198;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1035,45161106975
5130198;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1035,45161106975
5130200;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;906,434401054558
5130200;1;2;2;2;17; ;3;5; ;1;2; ; ;1; ;02;906,434401054558
5130201;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1133,31775354551
5130202;1;1;2;2;5; ;3;27; ;1;2; ; ;1; ;02;1035,45161106975
5130202;1;2;2;2;15; ;3;73; ;1;2; ; ;1; ;02;1035,45161106975
5130203;1;1;2;2;52; ;3;52; ;1;2; ; ;1; ;02;760,019592622589
5130203;1;2;2;2;52; ;2; ; ;1;2; ; ;1; ;02;760,019592622589
5130203;2;1;2;2;52; ;2; ; ;1;2; ; ;1; ;02;760,019592622589
5130204;1;1;2;2;70; ;2; ; ;1;2; ; ;1; ;02;1194,79140880722
5130204;1;2;2;2;70; ;3;5; ;1;2; ; ;1; ;02;1194,79140880722
5130205;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;989,668384759151
5130206;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1050,61290493089
5130206;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1050,61290493089
5130207;1;1;1;2;52; ;2; ; ;1;2; ; ;1; ;02;712,204673662527
5130207;2;1;2;2;52; ;3;52; ;1;3;52; ;1; ;02;712,204673662527
5130207;3;1;2;2;52; ;2; ; ;1;2; ; ;1; ;02;712,204673662527
5130209;1;1;2;2;76; ;3;5; ;1;2; ; ;1; ;02;1066,60267860918
5130209;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1066,60267860918
5130209;1;3;2;2;5; ;3;5; ;1;2; ; ;1; ;02;1066,60267860918
5130210;1;1;2;2;54; ;3;54; ;1;2; ; ;1; ;02;1004,30054353032
5130211;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1464,23704223089
5130211;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1464,23704223089
5130211;1;3;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1464,23704223089
5130211;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1464,23704223089
5130212;1;1;2;2;5; ;3;11; ;1;2; ; ;1; ;02;989,668384759151
5130213;1;1;1;2;5; ;2; ; ;1;2; ; ;1; ;02;896,533909705499
5130213;1;2;1;2;5; ;2; ; ;1;2; ; ;1; ;02;896,533909705499
5130214;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;02;989,668384759151
5130215;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;02;1319,27718206274
5130215;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1319,27718206274
5130215;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1319,27718206274
5130215;1;4;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1319,27718206274
5130215;1;5;2;2;23; ;3;23; ;1;3;20; ;1; ;02;1319,27718206274
5130216;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1133,31775354551
5130217;1;1;2;2;23; ;3;5; ;1;3;5; ;1; ;02;989,668384759151
5130218;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1345,96818621937
5130218;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;02;1345,96818621937
5130218;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;02;1345,96818621937
5130218;1;4;2;2;5; ;3;76; ;1;2; ; ;1; ;02;1345,96818621937
5130218;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1345,96818621937
5130218;1;6;1;2;5; ;2; ; ;1;2; ; ;1; ;02;1345,96818621937
5130218;1;7;1;1; ; ;2; ; ;1;2; ; ;1; ;02;1345,96818621937
