Directorio;Secuencia_p;Orden;P6074;P756;P756S1;P756S3;P755;P755S1;P755S3;P754;P753;P753S1;P753S3;P752;P1662;Mes;Fex_c_2011
5109704;1;4;2;2;76; ;2; ; ;1;2; ; ;1; ;01;101,785809021884
5109704;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;01;101,785809021884
5109704;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;01;101,785809021884
5109705;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;01;82,1813947046728
5109705;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;82,1813947046728
5109705;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;82,1813947046728
5109706;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;105,458456921558
5109706;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;105,458456921558
5109707;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;100,276765177174
5109707;1;2;2;2;19; ;2; ; ;1;2; ; ;1; ;01;100,276765177174
5109708;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;01;124,264852946652
5109708;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;01;124,264852946652
5109708;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;124,264852946652
5109708;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;01;124,264852946652
5109709;1;1;2;2;76; ;2; ; ;1;2; ; ;1; ;01;148,584105481029
5109710;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;105,458456921558
5109710;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;105,458456921558
5109711;1;1;2;2;86; ;3;86; ;1;2; ; ;1; ;01;143,842915967104
5109711;1;2;2;2;52; ;3;86; ;1;2; ; ;1; ;01;143,842915967104
5109711;1;3;2;2;86; ;2; ; ;1;2; ; ;1; ;01;143,842915967104
5109711;1;4;2;2;86; ;2; ; ;1;2; ; ;1; ;01;143,842915967104
5109712;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;148,584105481029
5109713;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;01;137,829967252924
5109713;1;2;2;2;52; ;2; ; ;1;2; ; ;1; ;01;137,829967252924
5109713;1;3;1;2;52; ;2; ; ;1;2; ; ;1; ;01;137,829967252924
5109714;1;1;2;2;52; ;2; ; ;1;2; ; ;1; ;01;130,225611027062
5109714;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;130,225611027062
5109715;1;1;2;3; ;4;2; ; ;1;2; ; ;1; ;01;95,6149470202119
5109715;1;2;2;2;19; ;2; ; ;1;2; ; ;1; ;01;95,6149470202119
5109716;1;1;2;2;11; ;3;73; ;1;2; ; ;1; ;01;148,584105481029
5109717;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;01;175,397828099542
5109717;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;175,397828099542
5109717;1;3;2;2;73; ;2; ; ;1;2; ; ;1; ;01;175,397828099542
5109718;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;148,584105481029
5109719;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;113,973441474179
5109720;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;01;109,074338672761
5109721;1;1;2;2;44; ;2; ; ;1;2; ; ;1; ;01;133,165697860823
5109721;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;133,165697860823
5109721;1;3;2;2;44; ;3;44; ;1;2; ; ;1; ;01;133,165697860823
5109722;1;1;1;2;11; ;2; ; ;1;2; ; ;1; ;01;211,586887051189
5109722;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;211,586887051189
5109722;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;01;211,586887051189
5109722;1;4;1;1; ; ;1; ; ; ;1; ; ; ; ;01;211,586887051189
5109723;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;01;187,252229136831
5109723;1;2;2;2;20; ;2; ; ;1;2; ; ;1; ;01;187,252229136831
5109723;1;3;2;2;20; ;2; ; ;1;2; ; ;1; ;01;187,252229136831
5109723;1;4;2;2;20; ;2; ; ;1;2; ; ;1; ;01;187,252229136831
5109724;1;1;2;2;20; ;3;5; ;1;2; ; ;1; ;01;174,757889506155
5109724;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;01;174,757889506155
5109725;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;01;173,818115835969
5109725;1;2;2;2;20; ;2; ; ;1;2; ; ;1; ;01;173,818115835969
5109725;1;3;2;2;20; ;2; ; ;1;2; ; ;1; ;01;173,818115835969
5109726;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;01;181,535748490849
5109726;1;2;2;2;20; ;2; ; ;1;2; ; ;1; ;01;181,535748490849
5109726;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;01;181,535748490849
5109726;1;4;2;2;20; ;2; ; ;1;2; ; ;1; ;01;181,535748490849
5109726;1;5;2;2;20; ;2; ; ;1;2; ; ;1; ;01;181,535748490849
5109726;1;6;1;1; ; ;1; ; ; ;2; ; ;1; ;01;181,535748490849
5109727;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;01;189,676497844391
5109727;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;189,676497844391
5109727;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;189,676497844391
5109727;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;189,676497844391
5109727;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;01;189,676497844391
5109727;1;6;1;1; ; ;2; ; ;1;2; ; ;1; ;01;189,676497844391
5109728;1;1;1;2;47; ;2; ; ;1;2; ; ;1; ;01;152,147166293457
5109728;1;2;1;2;47; ;2; ; ;1;2; ; ;1; ;01;152,147166293457
5109728;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;152,147166293457
5109729;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;203,883707882625
5109729;1;2;2;2;47; ;2; ; ;1;2; ; ;1; ;01;203,883707882625
5109729;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;203,883707882625
5109729;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;203,883707882625
5109730;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;203,883707882625
5109730;1;2;1;2;20; ;2; ; ;1;2; ; ;1; ;01;203,883707882625
5109730;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;203,883707882625
5109730;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;203,883707882625
5109731;1;1;2;2;68; ;2; ; ;1;2; ; ;1; ;01;205,483589334362
5109732;1;1;2;2;20; ;2; ; ;1;2; ; ;1; ;01;157,818514915416
5109733;1;1;2;1; ; ;4; ;3; ;2; ; ;1; ;01;211,586887051189
5109733;1;2;2;3; ;3;4; ;3; ;2; ; ;1; ;01;211,586887051189
5109733;1;3;2;3; ;3;4; ;3; ;2; ; ;1; ;01;211,586887051189
5109733;1;4;2;3; ;3;4; ;3; ;2; ; ;1; ;01;211,586887051189
5109734;1;1;2;2;47; ;2; ; ;1;2; ; ;1; ;01;185,299583410621
5109735;1;1;1;2;73; ;2; ; ;1;2; ; ;1; ;01;132,902934039902
5109735;1;2;2;2;19; ;2; ; ;1;2; ; ;1; ;01;132,902934039902
5109736;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;133,842707710088
5109737;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;01;132,902934039902
5109737;1;2;2;2;54; ;2; ; ;1;2; ; ;1; ;01;132,902934039902
5109738;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;01;146,15745952721
5109738;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;146,15745952721
5109739;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;120,40945929369
5109739;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;120,40945929369
5109739;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;120,40945929369
5109739;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;120,40945929369
5109740;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;01;105,403175411258
5109740;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;01;105,403175411258
5109740;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;105,403175411258
5109741;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;01;191,559082541732
5109741;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;01;191,559082541732
5109741;2;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;191,559082541732
5109741;2;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;191,559082541732
5109741;2;3;1;1; ; ;1; ; ; ;2; ; ;1; ;01;191,559082541732
5109741;2;4;1;1; ; ;1; ; ; ;2; ; ;1; ;01;191,559082541732
5109742;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;203,328133971652
5109742;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;203,328133971652
5109743;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;175,537962180742
5109743;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;175,537962180742
5109744;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;377,26719962406
5109744;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;01;377,26719962406
5109744;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;377,26719962406
5109744;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;01;377,26719962406
5109745;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;139,192663007084
5109745;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;139,192663007084
5109745;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;139,192663007084
5109745;1;4;2;2;13; ;2; ; ;1;2; ; ;1; ;01;139,192663007084
5109746;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;188,63359981203
5109746;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;188,63359981203
5109746;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;188,63359981203
5109746;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;01;188,63359981203
5109747;1;1;2;2;70; ;3;70; ;1;2; ; ;1; ;01;182,276997483819
5109747;1;2;2;2;70; ;3;70; ;1;2; ; ;1; ;01;182,276997483819
5109747;1;3;2;2;70; ;1; ; ; ;2; ; ;1; ;01;182,276997483819
5109748;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;01;171,267360445881
5109748;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;171,267360445881
5109748;2;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;171,267360445881
5109748;2;2;1;2;5; ;2; ; ;1;2; ; ;1; ;01;171,267360445881
5109748;2;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;171,267360445881
5109748;2;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;171,267360445881
5109749;1;1;2;2;23; ;2; ; ;1;2; ; ;1; ;01;291,739838232353
5109749;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;01;291,739838232353
5109749;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;291,739838232353
5109749;1;4;2;2;5; ;2; ; ;1;2; ; ;1; ;01;291,739838232353
5109749;1;5;1;1; ; ;1; ; ; ;2; ; ;1; ;01;291,739838232353
5109750;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;130,925414427729
5109750;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;130,925414427729
5109750;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;130,925414427729
5109750;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;01;130,925414427729
5109751;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;194,35779863655
5109751;1;2;1;1; ; ;1; ; ; ;2; ; ;1; ;01;194,35779863655
5109752;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;362,072799576426
5109752;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;362,072799576426
5109752;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;362,072799576426
5109753;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;150,202300045022
5109754;1;1;2;2;13; ;2; ; ;1;2; ; ;1; ;01;188,63359981203
5109754;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;01;188,63359981203
5109754;1;3;2;2;8; ;2; ; ;1;2; ; ;1; ;01;188,63359981203
5109754;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;188,63359981203
5109755;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;01;396,209626689156
5109755;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;396,209626689156
5109755;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;01;396,209626689156
5109755;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;396,209626689156
5109756;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;130,329643666451
5109757;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;103,812844548635
5109757;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;103,812844548635
5109757;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;103,812844548635
5109760;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109761;1;1;1;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109761;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109761;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109761;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109762;1;1;2;2;5; ;3;5; ;1;2; ; ;1; ;01;34,85800700414
5109762;1;2;2;2;5; ;3;5; ;1;2; ; ;1; ;01;34,85800700414
5109762;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109762;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109763;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;120,858489996103
5109763;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;120,858489996103
5109763;1;3;1;1; ; ;1; ; ; ;1; ; ; ; ;01;120,858489996103
5109763;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;120,858489996103
5109764;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109764;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109764;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109765;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109765;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109766;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109766;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109766;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109766;1;4;2;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109766;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109767;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109767;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109767;1;3;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109767;1;4;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109768;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109768;1;2;2;2;76; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109768;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;01;34,85800700414
5109769;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109770;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109770;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109771;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109771;1;2;2;2;11; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109772;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109772;1;2;2;2;5; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109772;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109772;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109773;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;77,9205346653827
5109773;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;77,9205346653827
5109773;1;3;2;2;27; ;2; ; ;1;2; ; ;1; ;01;77,9205346653827
5109774;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;59,299285734668
5109774;1;2;2;2;23; ;2; ; ;1;2; ; ;1; ;01;59,299285734668
5109774;1;3;2;2;27; ;2; ; ;1;2; ; ;1; ;01;59,299285734668
5109774;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;01;59,299285734668
5109774;1;5;1;1; ; ;1; ; ; ;1; ; ; ; ;01;59,299285734668
5109774;1;6;2;2;27; ;3;27; ;1;2; ; ;1; ;01;59,299285734668
5109775;1;1;2;2;18; ;4; ;3; ;2; ; ;1; ;01;122,281103200009
5109775;1;2;2;3; ;3;2; ; ;1;2; ; ;1; ;01;122,281103200009
5109775;1;3;2;3; ;3;2; ; ;1;2; ; ;1; ;01;122,281103200009
5109775;1;4;2;1; ; ;4; ;3; ;2; ; ;1; ;01;122,281103200009
5109775;1;5;2;3; ;3;4; ;3; ;4; ;3; ;1;01;122,281103200009
5109775;1;6;2;3; ;3;4; ;3; ;4; ;3; ;3;01;122,281103200009
5109775;1;7;2;3; ;3;4; ;3; ;4; ;3; ;8;01;122,281103200009
5109775;1;8;2;3; ;3;4; ;3; ;4; ;3; ;8;01;122,281103200009
5109776;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109776;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109776;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109776;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109776;1;5;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109777;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;66,3044460744621
5109778;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109778;1;2;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109778;1;3;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109778;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109779;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109779;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109779;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109779;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109780;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109780;1;2;1;1; ; ;1; ; ; ;2; ; ;1; ;01;34,85800700414
5109781;1;1;2;2;54; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109781;1;2;2;2;54; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109781;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109781;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109781;1;5;2;2;54; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109782;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109782;1;2;2;1; ; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109782;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109782;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109782;1;5;1;1; ; ;1; ; ; ;2; ; ;1; ;01;160,346832219044
5109783;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109783;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109784;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109784;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109784;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109784;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109785;1;1;2;2;5; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109785;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109785;1;3;2;2;5; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109785;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109785;1;5;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109786;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;66,3044460744621
5109787;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109787;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109787;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109788;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;137,574954359657
5109788;1;2;2;2;27; ;2; ; ;1;2; ; ;1; ;01;137,574954359657
5109788;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;01;137,574954359657
5109788;1;4;1;1; ; ;1; ; ; ;2; ; ;1; ;01;137,574954359657
5109789;1;1;2;2;27; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109789;1;2;2;2;27; ;3;27; ;1;2; ; ;1; ;01;160,346832219044
5109789;1;3;2;2;27; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109789;1;4;2;2;27; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109789;1;5;2;2;27; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109789;1;6;1;2;27; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109789;1;7;2;2;27; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109789;1;8;1;1; ; ;2; ; ;1;2; ; ;1; ;01;160,346832219044
5109789;1;9;1;1; ; ;1; ; ; ;2; ; ;1; ;01;160,346832219044
5109790;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;34,85800700414
5109791;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;01;179,089131113845
5109791;1;2;2;2;41; ;2; ; ;1;2; ; ;1; ;01;179,089131113845
5109791;1;3;2;2;41; ;2; ; ;1;2; ; ;1; ;01;179,089131113845
5109792;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;212,318898959516
5109792;1;2;2;2;41; ;2; ; ;1;2; ; ;1; ;01;212,318898959516
5109792;1;3;1;1; ; ;3;41; ;1;2; ; ;1; ;01;212,318898959516
5109792;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;212,318898959516
5109793;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;109,059612148843
5109793;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;109,059612148843
5109794;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;01;100,995126722426
5109794;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;100,995126722426
5109794;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;100,995126722426
5109794;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;100,995126722426
5109795;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;165,429406227038
5109795;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;165,429406227038
5109796;1;1;2;2;41; ;2; ; ;1;2; ; ;1; ;01;79,0484627909186
5109796;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;79,0484627909186
5109796;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;79,0484627909186
5109796;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;79,0484627909186
5109796;1;5;2;1; ; ;3;11; ;1;2; ; ;1; ;01;79,0484627909186
5109796;1;6;2;1; ; ;3;11; ;1;2; ; ;1; ;01;79,0484627909186
5109796;1;7;2;1; ; ;3;11; ;1;2; ; ;1; ;01;79,0484627909186
5109797;1;1;2;2;11; ;2; ; ;1;2; ; ;1; ;01;165,429406227038
5109797;1;2;2;2;25; ;2; ; ;1;2; ; ;1; ;01;165,429406227038
5109798;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;125,185852441747
5109798;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;125,185852441747
5109799;1;1;2;2;73; ;2; ; ;1;2; ; ;1; ;01;140,075321734398
5109799;1;2;2;2;73; ;2; ; ;1;2; ; ;1; ;01;140,075321734398
5109799;1;3;2;2;73; ;2; ; ;1;2; ; ;1; ;01;140,075321734398
5109800;1;1;2;2;19; ;2; ; ;1;2; ; ;1; ;01;135,135944268358
5109800;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;135,135944268358
5109801;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;01;408,028583305552
5109801;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;408,028583305552
5109801;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;408,028583305552
5109802;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;189,284653492026
5109802;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;189,284653492026
5109802;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;189,284653492026
5109803;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;133,57826886534
5109804;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;173,571943615967
5109804;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;173,571943615967
5109804;1;3;1;1; ; ;1; ; ; ;2; ; ;1; ;01;173,571943615967
5109805;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;133,57826886534
5109806;1;1;2;2;25; ;2; ; ;1;2; ; ;1; ;01;125,185852441747
5109806;1;2;2;2;25; ;2; ; ;1;2; ; ;1; ;01;125,185852441747
5109807;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;378,569306984052
5109807;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;378,569306984052
5109807;1;3;1;1; ; ;2; ; ;1;2; ; ;1; ;01;378,569306984052
5109808;1;1;2;2;63; ;2; ; ;1;2; ; ;1; ;01;149,704509158244
5109809;1;1;2;2;18; ;2; ; ;1;2; ; ;1; ;01;314,396126148618
5109809;1;2;2;2;18; ;2; ; ;1;2; ; ;1; ;01;314,396126148618
5109809;1;3;2;2;18; ;2; ; ;1;2; ; ;1; ;01;314,396126148618
5109809;1;4;1;1; ; ;2; ; ;1;2; ; ;1; ;01;314,396126148618
5109810;1;1;1;1; ; ;2; ; ;1;2; ; ;1; ;01;204,837532236185
5109810;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;204,837532236185
5109811;1;1;2;1; ; ;2; ; ;1;2; ; ;1; ;01;149,704509158244
5109812;1;1;2;2;15; ;2; ; ;1;2; ; ;1; ;01;134,076008489966
5109812;1;2;1;1; ; ;2; ; ;1;2; ; ;1; ;01;134,076008489966
5109812;1;3;2;2;19; ;2; ; ;1;2; ; ;1; ;01;134,076008489966
